mx,my,desiredHeading, currentHeading, headingChange,,,,,,,,mx,my,
7,42,0,26.57,-26.57,,,9.5,,-17,10.2857142857143,,,,
9,44,0,34.82,-34.82,,,11.5,,-15,12.4511278195489,,,,
7,42,0,26.57,-26.57,,,9.5,,-17,10.2857142857143,,,,
8,43,0,29.25,-29.25,,,10.5,,-16,11.3684210526316,,,,
7,42,0,26.57,-26.57,,,9.5,,-17,10.2857142857143,,,,
10,43,0,32.47,-32.47,,,10.5,,-14,11.3684210526316,,,,
7,41,0,22.93,-22.93,,,8.5,,-17,9.20300751879699,,,,
8,43,0,29.25,-29.25,,,10.5,,-16,11.3684210526316,,,,
7,43,0,28.3,-28.3,,,10.5,,-17,11.3684210526316,,,,
6,43,0,26.57,-26.57,,,10.5,,-18,11.3684210526316,,,,
7,42,0,26.57,-26.57,,,9.5,,-17,10.2857142857143,,,,
7,43,0,28.3,-28.3,,,10.5,,-17,11.3684210526316,,,,
6,42,0,24.9,-24.9,,,9.5,,-18,10.2857142857143,,,,
9,42,0,29.48,-29.48,,,9.5,,-15,10.2857142857143,,,,
9,42,0,29.48,-29.48,,,9.5,,-15,10.2857142857143,,,,
7,42,0,26.57,-26.57,,,9.5,,-17,10.2857142857143,,,,
8,44,0,32.62,-32.62,,,11.5,,-16,12.4511278195489,,,,
7,45,0,33.18,-33.18,,,12.5,,-17,13.5338345864662,,,,
6,41,0,21.45,-21.45,,,8.5,,-18,9.20300751879699,,,,
6,41,0,21.45,-21.45,,,8.5,,-18,9.20300751879699,,,,
7,42,0,26.57,-26.57,,,9.5,,-17,10.2857142857143,,,,
7,42,0,26.57,-26.57,,,9.5,,-17,10.2857142857143,,,,
7,39,0,17.1,-17.1,,,6.5,,-17,7.03759398496241,,,,
6,40,0,19.65,-19.65,,,7.5,,-18,8.1203007518797,,,,
9,41,0,25.56,-25.56,,,8.5,,-15,9.20300751879699,,,,
7,41,0,22.93,-22.93,,,8.5,,-17,9.20300751879699,,,,
7,41,0,22.93,-22.93,,,8.5,,-17,9.20300751879699,,,,
6,39,0,15.95,-15.95,,,6.5,,-18,7.03759398496241,,,,
6,39,0,15.95,-15.95,,,6.5,,-18,7.03759398496241,,,,
5,43,0,25.77,-25.77,,,10.5,,-19,11.3684210526316,,,,
5,43,0,25.77,-25.77,,,10.5,,-19,11.3684210526316,,,,
7,41,0,22.93,-22.93,,,8.5,,-17,9.20300751879699,,,,
7,40,0,21.04,-21.04,,,7.5,,-17,8.1203007518797,,,,
6,43,0,26.57,-26.57,,,10.5,,-18,11.3684210526316,,,,
8,42,0,27.47,-27.47,,,9.5,,-16,10.2857142857143,,,,
7,39,0,17.1,-17.1,,,6.5,,-17,7.03759398496241,,,,
7,41,0,22.93,-22.93,,,8.5,,-17,9.20300751879699,,,,
7,41,0,22.93,-22.93,,,8.5,,-17,9.20300751879699,,,,
5,41,0,20.77,-20.77,,,8.5,,-19,9.20300751879699,,,,
8,41,0,23.75,-23.75,,,8.5,,-16,9.20300751879699,,,,
5,40,0,19.03,-19.03,,,7.5,,-19,8.1203007518797,,,,
8,40,0,21.8,-21.8,,,7.5,,-16,8.1203007518797,,,,
7,43,0,28.3,-28.3,,,10.5,,-17,11.3684210526316,,,,
6,37,0,10.12,-10.12,,,4.5,,-18,4.87218045112782,,,,
7,40,0,21.04,-21.04,,,7.5,,-17,8.1203007518797,,,,
5,42,0,24.15,-24.15,,,9.5,,-19,10.2857142857143,,,,
7,42,0,26.57,-26.57,,,9.5,,-17,10.2857142857143,,,,
5,42,0,24.15,-24.15,,,9.5,,-19,10.2857142857143,,,,
7,42,0,26.57,-26.57,,,9.5,,-17,10.2857142857143,,,,
6,40,0,19.65,-19.65,,,7.5,,-18,8.1203007518797,,,,
8,40,0,21.8,-21.8,,,7.5,,-16,8.1203007518797,,,,
6,41,0,21.45,-21.45,,,8.5,,-18,9.20300751879699,,,,
7,40,0,21.04,-21.04,,,7.5,,-17,8.1203007518797,,,,
8,41,0,23.75,-23.75,,,8.5,,-16,9.20300751879699,,,,
8,40,0,21.8,-21.8,,,7.5,,-16,8.1203007518797,,,,
7,42,0,26.57,-26.57,,,9.5,,-17,10.2857142857143,,,,
5,41,0,20.77,-20.77,,,8.5,,-19,9.20300751879699,,,,
4,41,0,19.54,-19.54,,,8.5,,-20,9.20300751879699,,,,
8,42,0,27.47,-27.47,,,9.5,,-16,10.2857142857143,,,,
6,39,0,15.95,-15.95,,,6.5,,-18,7.03759398496241,,,,
6,43,0,26.57,-26.57,,,10.5,,-18,11.3684210526316,,,,
8,40,0,21.8,-21.8,,,7.5,,-16,8.1203007518797,,,,
7,42,0,26.57,-26.57,,,9.5,,-17,10.2857142857143,,,,
8,40,0,21.8,-21.8,,,7.5,,-16,8.1203007518797,,,,
7,41,0,22.93,-22.93,,,8.5,,-17,9.20300751879699,,,,
6,40,0,19.65,-19.65,,,7.5,,-18,8.1203007518797,,,,
5,41,0,20.77,-20.77,,,8.5,,-19,9.20300751879699,,,,
7,40,0,21.04,-21.04,,,7.5,,-17,8.1203007518797,,,,
7,42,0,26.57,-26.57,,,9.5,,-17,10.2857142857143,,,,
7,41,0,22.93,-22.93,,,8.5,,-17,9.20300751879699,,,,
6,41,0,21.45,-21.45,,,8.5,,-18,9.20300751879699,,,,
6,41,0,21.45,-21.45,,,8.5,,-18,9.20300751879699,,,,
7,40,0,21.04,-21.04,,,7.5,,-17,8.1203007518797,,,,
6,39,0,15.95,-15.95,,,6.5,,-18,7.03759398496241,,,,
8,41,0,23.75,-23.75,,,8.5,,-16,9.20300751879699,,,,
7,41,0,22.93,-22.93,,,8.5,,-17,9.20300751879699,,,,
6,42,0,24.9,-24.9,,,9.5,,-18,10.2857142857143,,,,
7,40,0,21.04,-21.04,,,7.5,,-17,8.1203007518797,,,,
9,41,0,25.56,-25.56,,,8.5,,-15,9.20300751879699,,,,
8,41,0,23.75,-23.75,,,8.5,,-16,9.20300751879699,,,,
10,43,0,32.47,-32.47,,,10.5,,-14,11.3684210526316,,,,
9,43,0,31.33,-31.33,,,10.5,,-15,11.3684210526316,,,,
8,42,0,27.47,-27.47,,,9.5,,-16,10.2857142857143,,,,
8,39,0,17.74,-17.74,,,6.5,,-16,7.03759398496241,,,,
5,39,0,15.42,-15.42,,,6.5,,-19,7.03759398496241,,,,
9,42,0,29.48,-29.48,,,9.5,,-15,10.2857142857143,,,,
6,39,0,15.95,-15.95,,,6.5,,-18,7.03759398496241,,,,
6,41,0,21.45,-21.45,,,8.5,,-18,9.20300751879699,,,,
5,41,0,20.77,-20.77,,,8.5,,-19,9.20300751879699,,,,
6,40,0,19.65,-19.65,,,7.5,,-18,8.1203007518797,,,,
6,37,0,10.12,-10.12,,,4.5,,-18,4.87218045112782,,,,
6,37,0,10.12,-10.12,,,4.5,,-18,4.87218045112782,,,,
4,37,0,9.16,-9.16,,,4.5,,-20,4.87218045112782,,,,
4,37,0,9.16,-9.16,,,4.5,,-20,4.87218045112782,,,,
3,37,0,8.88,-8.88,,,4.5,,-21,4.87218045112782,,,,
4,38,0,12.72,-12.72,,,5.5,,-20,5.95488721804511,,,,
3,37,0,8.88,-8.88,,,4.5,,-21,4.87218045112782,,,,
3,35,0,3.58,-3.58,,,2.5,,-21,2.70676691729323,,,,
2,34,0,1.68,-1.68,,,1.5,,-22,1.62406015037594,,,,
1,35,0,3.27,-3.27,,,2.5,,-23,2.70676691729323,,,,
2,35,0,3.37,-3.37,,,2.5,,-22,2.70676691729323,,,,
-4,35,0,2.66,-2.66,,,2.5,,-28,2.70676691729323,,,,
-1,35,0,3.01,-3.01,,,2.5,,-25,2.70676691729323,,,,
0,35,0,3.09,-3.09,,,2.5,,-24,2.70676691729323,,,,
-3,32,0,357.21,2.79,,,-0.5,,-27,-0.541353383458647,,,,
-4,33,0,358.67,1.33,,,0.5,,-28,0.541353383458647,,,,
-6,35,0,2.49,-2.49,,,2.5,,-30,2.70676691729323,,,,
-7,34,0,1.22,-1.22,,,1.5,,-31,1.62406015037594,,,,
-9,35,0,2.29,-2.29,,,2.5,,-33,2.70676691729323,,,,
-11,35,0,2.16,-2.16,,,2.5,,-35,2.70676691729323,,,,
-10,34,0,1.1,-1.1,,,1.5,,-34,1.62406015037594,,,,
-13,34,0,1.02,-1.02,,,1.5,,-37,1.62406015037594,,,,
-15,35,0,1.94,-1.94,,,2.5,,-39,2.70676691729323,,,,
-16,36,0,3.75,-3.75,,,3.5,,-40,3.78947368421053,,,,
-17,35,0,1.85,-1.85,,,2.5,,-41,2.70676691729323,,,,
-19,36,0,3.52,-3.52,,,3.5,,-43,3.78947368421053,,,,
-19,36,0,3.52,-3.52,,,3.5,,-43,3.78947368421053,,,,
-21,37,0,4.21,-4.21,,,4.5,,-45,4.87218045112782,,,,
-24,39,0,6.25,-6.25,,,6.5,,-48,7.03759398496241,,,,
-26,40,0,7.5,-7.5,,,7.5,,-50,8.1203007518797,,,,
-28,39,0,5.78,-5.78,,,6.5,,-52,7.03759398496241,,,,
-29,45,0,12,-12,,,12.5,,-53,13.5338345864662,,,,
-33,44,0,10.54,-10.54,,,11.5,,-57,12.4511278195489,,,,
-36,43,0,8.75,-8.75,,,10.5,,-60,11.3684210526316,,,,
-36,43,0,8.75,-8.75,,,10.5,,-60,11.3684210526316,,,,
-38,43,0,8.47,-8.47,,,10.5,,-62,11.3684210526316,,,,
-40,41,0,6.47,-6.47,,,8.5,,-64,9.20300751879699,,,,
-38,41,0,6.67,-6.67,,,8.5,,-62,9.20300751879699,,,,
-39,38,0,4.21,-4.21,,,5.5,,-63,5.95488721804511,,,,
-39,40,0,6.01,-6.01,,,7.5,,-63,8.1203007518797,,,,
-41,37,0,2.92,-2.92,,,4.5,,-65,4.87218045112782,,,,
-40,40,0,5.89,-5.89,,,7.5,,-64,8.1203007518797,,,,
-42,38,0,4,-4,,,5.5,,-66,5.95488721804511,,,,
-42,38,0,4,-4,,,5.5,,-66,5.95488721804511,,,,
-42,37,0,2.86,-2.86,,,4.5,,-66,4.87218045112782,,,,
-42,36,0,2.29,-2.29,,,3.5,,-66,3.78947368421053,,,,
-43,35,0,1.13,-1.13,,,2.5,,-67,2.70676691729323,,,,
-47,37,0,2.7,-2.7,,,4.5,,-71,4.87218045112782,,,,
-46,36,0,2.2,-2.2,,,3.5,,-70,3.78947368421053,,,,
-46,36,0,2.2,-2.2,,,3.5,,-70,3.78947368421053,,,,
-44,34,0,0.56,-0.56,,,1.5,,-68,1.62406015037594,,,,
-48,34,0,0.54,-0.54,,,1.5,,-72,1.62406015037594,,,,
-44,36,0,2.25,-2.25,,,3.5,,-68,3.78947368421053,,,,
-45,37,0,2.78,-2.78,,,4.5,,-69,4.87218045112782,,,,
-45,35,0,1.11,-1.11,,,2.5,,-69,2.70676691729323,,,,
-46,36,0,2.2,-2.2,,,3.5,,-70,3.78947368421053,,,,
-46,38,0,3.85,-3.85,,,5.5,,-70,5.95488721804511,,,,
-44,39,0,4.48,-4.48,,,6.5,,-68,7.03759398496241,,,,
-46,39,0,4.4,-4.4,,,6.5,,-70,7.03759398496241,,,,
-44,39,0,4.48,-4.48,,,6.5,,-68,7.03759398496241,,,,
-42,39,0,4.57,-4.57,,,6.5,,-66,7.03759398496241,,,,
-38,39,0,4.86,-4.86,,,6.5,,-62,7.03759398496241,,,,
-37,40,0,6.2,-6.2,,,7.5,,-61,8.1203007518797,,,,
-39,39,0,4.81,-4.81,,,6.5,,-63,7.03759398496241,,,,
-36,36,0,2.52,-2.52,,,3.5,,-60,3.78947368421053,,,,
-34,36,0,2.6,-2.6,,,3.5,,-58,3.78947368421053,,,,
-32,36,0,2.69,-2.69,,,3.5,,-56,3.78947368421053,,,,
-30,37,0,3.49,-3.49,,,4.5,,-54,4.87218045112782,,,,
-31,35,0,1.38,-1.38,,,2.5,,-55,2.70676691729323,,,,
-28,34,0,0.73,-0.73,,,1.5,,-52,1.62406015037594,,,,
-27,33,0,359.26,0.74,,,0.5,,-51,0.541353383458647,,,,
-24,33,0,359.22,0.78,,,0.5,,-48,0.541353383458647,,,,
-23,32,0,358.39,1.61,,,-0.5,,-47,-0.541353383458647,,,,
-20,30,0,355.73,4.27,,,-2.5,,-44,-2.70676691729323,,,,
-19,32,0,358.24,1.76,,,-0.5,,-43,-0.541353383458647,,,,
-18,32,0,358.21,1.79,,,-0.5,,-42,-0.541353383458647,,,,
-18,33,0,359.1,0.9,,,0.5,,-42,0.541353383458647,,,,
-15,31,0,356.12,3.88,,,-1.5,,-39,-1.62406015037594,,,,
-13,31,0,355.91,4.09,,,-1.5,,-37,-1.62406015037594,,,,
-11,32,0,357.84,2.16,,,-0.5,,-35,-0.541353383458647,,,,
-14,32,0,358.03,1.97,,,-0.5,,-38,-0.541353383458647,,,,
-11,32,0,357.84,2.16,,,-0.5,,-35,-0.541353383458647,,,,
-10,30,0,354.51,5.49,,,-2.5,,-34,-2.70676691729323,,,,
-9,31,0,355.43,4.57,,,-1.5,,-33,-1.62406015037594,,,,
-9,33,0,358.85,1.15,,,0.5,,-33,0.541353383458647,,,,
-6,32,0,357.51,2.49,,,-0.5,,-30,-0.541353383458647,,,,
-3,32,0,357.21,2.79,,,-0.5,,-27,-0.541353383458647,,,,
-5,31,0,354.81,5.19,,,-1.5,,-29,-1.62406015037594,,,,
-2,32,0,357.14,2.86,,,-0.5,,-26,-0.541353383458647,,,,
-4,32,0,357.34,2.66,,,-0.5,,-28,-0.541353383458647,,,,
-2,34,0,1.43,-1.43,,,1.5,,-26,1.62406015037594,,,,
-1,36,0,6.01,-6.01,,,3.5,,-25,3.78947368421053,,,,
0,36,0,6.17,-6.17,,,3.5,,-24,3.78947368421053,,,,
6,36,0,8.13,-8.13,,,3.5,,-18,3.78947368421053,,,,
4,37,0,9.16,-9.16,,,4.5,,-20,4.87218045112782,,,,
7,36,0,8.75,-8.75,,,3.5,,-17,3.78947368421053,,,,
7,37,0,10.89,-10.89,,,4.5,,-17,4.87218045112782,,,,
8,38,0,15.64,-15.64,,,5.5,,-16,5.95488721804511,,,,
8,36,0,9.09,-9.09,,,3.5,,-16,3.78947368421053,,,,
10,37,0,12.8,-12.8,,,4.5,,-14,4.87218045112782,,,,
9,37,0,12.26,-12.26,,,4.5,,-15,4.87218045112782,,,,
10,34,0,2.6,-2.6,,,1.5,,-14,1.62406015037594,,,,
12,34,0,3.01,-3.01,,,1.5,,-12,1.62406015037594,,,,
14,35,0,7.13,-7.13,,,2.5,,-10,2.70676691729323,,,,
14,36,0,14.04,-14.04,,,3.5,,-10,3.78947368421053,,,,
14,35,0,7.13,-7.13,,,2.5,,-10,2.70676691729323,,,,
15,37,0,19.65,-19.65,,,4.5,,-9,4.87218045112782,,,,
17,34,0,5.19,-5.19,,,1.5,,-7,1.62406015037594,,,,
20,35,0,15.95,-15.95,,,2.5,,-4,2.70676691729323,,,,
20,35,0,15.95,-15.95,,,2.5,,-4,2.70676691729323,,,,
22,34,0,14.04,-14.04,,,1.5,,-2,1.62406015037594,,,,
27,36,0,135,-135,,,3.5,,3,3.78947368421053,,,,
26,37,0,111.8,-111.8,,,4.5,,2,4.87218045112782,,,,
27,35,0,153.43,-153.43,,,2.5,,3,2.70676691729323,,,,
29,36,0,150.26,-150.26,,,3.5,,5,3.78947368421053,,,,
30,35,0,165.96,-165.96,,,2.5,,6,2.70676691729323,,,,
30,35,0,165.96,-165.96,,,2.5,,6,2.70676691729323,,,,
34,36,0,164.05,-164.05,,,3.5,,10,3.78947368421053,,,,
38,36,0,168.69,-168.69,,,3.5,,14,3.78947368421053,,,,
39,34,0,177.4,-177.4,,,1.5,,15,1.62406015037594,,,,
41,35,0,175.43,-175.43,,,2.5,,17,2.70676691729323,,,,
41,35,0,175.43,-175.43,,,2.5,,17,2.70676691729323,,,,
43,36,0,171.87,-171.87,,,3.5,,19,3.78947368421053,,,,
46,37,0,171.12,-171.12,,,4.5,,22,4.87218045112782,,,,
48,37,0,171.87,-171.87,,,4.5,,24,4.87218045112782,,,,
51,38,0,170.07,-170.07,,,5.5,,27,5.95488721804511,,,,
53,39,0,169.46,-169.46,,,6.5,,29,7.03759398496241,,,,
55,36,0,175.03,-175.03,,,3.5,,31,3.78947368421053,,,,
61,38,0,172.75,-172.75,,,5.5,,37,5.95488721804511,,,,
65,36,0,176.25,-176.25,,,3.5,,41,3.78947368421053,,,,
66,35,0,178.15,-178.15,,,2.5,,42,2.70676691729323,,,,
69,33,0,180.86,179.14,,,0.5,,45,0.541353383458647,,,,
72,35,0,178.39,-178.39,,,2.5,,48,2.70676691729323,,,,
73,32,0,181.57,178.43,,,-0.5,,49,-0.541353383458647,,,,
79,31,0,182.79,177.21,,,-1.5,,55,-1.62406015037594,,,,
80,29,0,184.82,175.18,,,-3.5,,56,-3.78947368421053,,,,
81,31,0,182.69,177.31,,,-1.5,,57,-1.62406015037594,,,,
83,28,0,185.19,174.81,,,-4.5,,59,-4.87218045112782,,,,
85,27,0,186.27,173.73,,,-5.5,,61,-5.95488721804511,,,,
86,29,0,184.35,175.65,,,-3.5,,62,-3.78947368421053,,,,
89,27,0,185.89,174.11,,,-5.5,,65,-5.95488721804511,,,,
89,27,0,185.89,174.11,,,-5.5,,65,-5.95488721804511,,,,
90,28,0,184.67,175.33,,,-4.5,,66,-4.87218045112782,,,,
89,26,0,186.47,173.53,,,-6.5,,65,-7.03759398496241,,,,
92,27,0,185.65,174.35,,,-5.5,,68,-5.95488721804511,,,,
91,25,0,187.41,172.59,,,-7.5,,67,-8.1203007518797,,,,
93,27,0,185.55,174.45,,,-5.5,,69,-5.95488721804511,,,,
94,26,0,186.04,173.96,,,-6.5,,70,-7.03759398496241,,,,
95,26,0,185.98,174.02,,,-6.5,,71,-7.03759398496241,,,,
94,27,0,185.49,174.51,,,-5.5,,70,-5.95488721804511,,,,
94,26,0,186.04,173.96,,,-6.5,,70,-7.03759398496241,,,,
95,27,0,185.44,174.56,,,-5.5,,71,-5.95488721804511,,,,
96,27,0,185.34,174.66,,,-5.5,,72,-5.95488721804511,,,,
95,25,0,187.06,172.94,,,-7.5,,71,-8.1203007518797,,,,
96,26,0,185.87,174.13,,,-6.5,,72,-7.03759398496241,,,,
92,25,0,187.33,172.67,,,-7.5,,68,-8.1203007518797,,,,
92,25,0,187.33,172.67,,,-7.5,,68,-8.1203007518797,,,,
91,26,0,186.28,173.72,,,-6.5,,67,-7.03759398496241,,,,
92,27,0,185.65,174.35,,,-5.5,,68,-5.95488721804511,,,,
90,26,0,186.4,173.6,,,-6.5,,66,-7.03759398496241,,,,
88,26,0,186.6,173.4,,,-6.5,,64,-7.03759398496241,,,,
87,27,0,186.07,173.93,,,-5.5,,63,-5.95488721804511,,,,
85,27,0,186.27,173.73,,,-5.5,,61,-5.95488721804511,,,,
86,29,0,184.35,175.65,,,-3.5,,62,-3.78947368421053,,,,
82,27,0,186.63,173.37,,,-5.5,,58,-5.95488721804511,,,,
81,28,0,185.38,174.62,,,-4.5,,57,-4.87218045112782,,,,
79,28,0,185.57,174.43,,,-4.5,,55,-4.87218045112782,,,,
75,29,0,185.26,174.74,,,-3.5,,51,-3.78947368421053,,,,
75,31,0,183.01,176.99,,,-1.5,,51,-1.62406015037594,,,,
69,33,0,180.86,179.14,,,0.5,,45,0.541353383458647,,,,
69,34,0,179.14,-179.14,,,1.5,,45,1.62406015037594,,,,
67,34,0,179.1,-179.1,,,1.5,,43,1.62406015037594,,,,
63,37,0,175.07,-175.07,,,4.5,,39,4.87218045112782,,,,
60,36,0,175.68,-175.68,,,3.5,,36,3.78947368421053,,,,
56,36,0,175.14,-175.14,,,3.5,,32,3.78947368421053,,,,
53,36,0,174.69,-174.69,,,3.5,,29,3.78947368421053,,,,
47,36,0,173.29,-173.29,,,3.5,,23,3.78947368421053,,,,
45,39,0,165.53,-165.53,,,6.5,,21,7.03759398496241,,,,
41,37,0,168.69,-168.69,,,4.5,,17,4.87218045112782,,,,
39,35,0,174.81,-174.81,,,2.5,,15,2.70676691729323,,,,
37,37,0,165.26,-165.26,,,4.5,,13,4.87218045112782,,,,
36,39,0,154.8,-154.8,,,6.5,,12,7.03759398496241,,,,
32,40,0,137.73,-137.73,,,7.5,,8,8.1203007518797,,,,
31,36,0,158.2,-158.2,,,3.5,,7,3.78947368421053,,,,
29,37,0,144.46,-144.46,,,4.5,,5,4.87218045112782,,,,
26,37,0,111.8,-111.8,,,4.5,,2,4.87218045112782,,,,
26,36,0,116.57,-116.57,,,3.5,,2,3.78947368421053,,,,
26,35,0,135,-135,,,2.5,,2,2.70676691729323,,,,
26,35,0,135,-135,,,2.5,,2,2.70676691729323,,,,
26,35,0,135,-135,,,2.5,,2,2.70676691729323,,,,
24,34,0,45,-45,,,1.5,,0,1.62406015037594,,,,
24,33,0,315,45,,,0.5,,0,0.541353383458647,,,,
23,33,0,333.43,26.57,,,0.5,,-1,0.541353383458647,,,,
23,33,0,333.43,26.57,,,0.5,,-1,0.541353383458647,,,,
25,33,0,225,135,,,0.5,,1,0.541353383458647,,,,
24,35,0,63.43,-63.43,,,2.5,,0,2.70676691729323,,,,
26,33,0,206.57,153.43,,,0.5,,2,0.541353383458647,,,,
24,33,0,315,45,,,0.5,,0,0.541353383458647,,,,
24,35,0,63.43,-63.43,,,2.5,,0,2.70676691729323,,,,
26,35,0,135,-135,,,2.5,,2,2.70676691729323,,,,
25,35,0,116.57,-116.57,,,2.5,,1,2.70676691729323,,,,
25,38,0,98.13,-98.13,,,5.5,,1,5.95488721804511,,,,
26,40,0,101.31,-101.31,,,7.5,,2,8.1203007518797,,,,
26,43,0,98.13,-98.13,,,10.5,,2,11.3684210526316,,,,
29,41,0,122.47,-122.47,,,8.5,,5,9.20300751879699,,,,
28,39,0,122.01,-122.01,,,6.5,,4,7.03759398496241,,,,
28,38,0,125.54,-125.54,,,5.5,,4,5.95488721804511,,,,
28,40,0,116.57,-116.57,,,7.5,,4,8.1203007518797,,,,
26,41,0,100.3,-100.3,,,8.5,,2,9.20300751879699,,,,
23,41,0,79.7,-79.7,,,8.5,,-1,9.20300751879699,,,,
20,40,0,55.01,-55.01,,,7.5,,-4,8.1203007518797,,,,
20,40,0,55.01,-55.01,,,7.5,,-4,8.1203007518797,,,,
19,37,0,32.01,-32.01,,,4.5,,-5,4.87218045112782,,,,
19,38,0,41.19,-41.19,,,5.5,,-5,5.95488721804511,,,,
20,37,0,35.54,-35.54,,,4.5,,-4,4.87218045112782,,,,
22,39,0,63.43,-63.43,,,6.5,,-2,7.03759398496241,,,,
22,38,0,60.26,-60.26,,,5.5,,-2,5.95488721804511,,,,
24,40,0,84.29,-84.29,,,7.5,,0,8.1203007518797,,,,
23,38,0,74.05,-74.05,,,5.5,,-1,5.95488721804511,,,,
22,37,0,51.34,-51.34,,,4.5,,-2,4.87218045112782,,,,
20,38,0,45,-45,,,5.5,,-4,5.95488721804511,,,,
18,37,0,26.57,-26.57,,,4.5,,-6,4.87218045112782,,,,
16,39,0,31.61,-31.61,,,6.5,,-8,7.03759398496241,,,,
15,40,0,35.54,-35.54,,,7.5,,-9,8.1203007518797,,,,
14,38,0,23.63,-23.63,,,5.5,,-10,5.95488721804511,,,,
12,39,0,22.83,-22.83,,,6.5,,-12,7.03759398496241,,,,
13,39,0,25.2,-25.2,,,6.5,,-11,7.03759398496241,,,,
12,38,0,20.22,-20.22,,,5.5,,-12,5.95488721804511,,,,
9,38,0,16.93,-16.93,,,5.5,,-15,5.95488721804511,,,,
8,38,0,15.64,-15.64,,,5.5,,-16,5.95488721804511,,,,
4,36,0,7.35,-7.35,,,3.5,,-20,3.78947368421053,,,,
0,39,0,12.2,-12.2,,,6.5,,-24,7.03759398496241,,,,
-1,35,0,3.01,-3.01,,,2.5,,-25,2.70676691729323,,,,
-7,36,0,4.86,-4.86,,,3.5,,-31,3.78947368421053,,,,
-9,36,0,4.57,-4.57,,,3.5,,-33,3.78947368421053,,,,
-11,35,0,2.16,-2.16,,,2.5,,-35,2.70676691729323,,,,
-16,33,0,359.06,0.94,,,0.5,,-40,0.541353383458647,,,,
-20,31,0,356.58,3.42,,,-1.5,,-44,-1.62406015037594,,,,
-27,31,0,357.03,2.97,,,-1.5,,-51,-1.62406015037594,,,,
-30,31,0,357.21,2.79,,,-1.5,,-54,-1.62406015037594,,,,
-34,32,0,358.7,1.3,,,-0.5,,-58,-0.541353383458647,,,,
-35,28,0,354.86,5.14,,,-4.5,,-59,-4.87218045112782,,,,
-39,27,0,353.99,6.01,,,-5.5,,-63,-5.95488721804511,,,,
-40,26,0,353.53,6.47,,,-6.5,,-64,-7.03759398496241,,,,
-44,23,0,351.09,8.91,,,-9.5,,-68,-10.2857142857143,,,,
-44,25,0,352.74,7.26,,,-7.5,,-68,-8.1203007518797,,,,
-44,24,0,352.18,7.82,,,-8.5,,-68,-9.20300751879699,,,,
-47,22,0,350.89,9.11,,,-10.5,,-71,-11.3684210526316,,,,
-47,25,0,353.01,6.99,,,-7.5,,-71,-8.1203007518797,,,,
-45,23,0,351.17,8.83,,,-9.5,,-69,-10.2857142857143,,,,
-43,25,0,352.67,7.33,,,-7.5,,-67,-8.1203007518797,,,,
-43,22,0,350.45,9.55,,,-10.5,,-67,-11.3684210526316,,,,
-42,24,0,352.03,7.97,,,-8.5,,-66,-9.20300751879699,,,,
-43,24,0,352.11,7.89,,,-8.5,,-67,-9.20300751879699,,,,
-39,25,0,352.21,7.79,,,-7.5,,-63,-8.1203007518797,,,,
-38,25,0,352.13,7.87,,,-7.5,,-62,-8.1203007518797,,,,
-36,27,0,353.73,6.27,,,-5.5,,-60,-5.95488721804511,,,,
-35,31,0,357.43,2.57,,,-1.5,,-59,-1.62406015037594,,,,
-34,32,0,358.7,1.3,,,-0.5,,-58,-0.541353383458647,,,,
-30,32,0,358.6,1.4,,,-0.5,,-54,-0.541353383458647,,,,
-31,34,0,0.69,-0.69,,,1.5,,-55,1.62406015037594,,,,
-29,38,0,5,-5,,,5.5,,-53,5.95488721804511,,,,
-25,38,0,5.4,-5.4,,,5.5,,-49,5.95488721804511,,,,
-26,41,0,8.24,-8.24,,,8.5,,-50,9.20300751879699,,,,
-22,42,0,10.52,-10.52,,,9.5,,-46,10.2857142857143,,,,
-21,42,0,10.82,-10.82,,,9.5,,-45,10.2857142857143,,,,
-18,42,0,11.48,-11.48,,,9.5,,-42,10.2857142857143,,,,
-16,42,0,12.03,-12.03,,,9.5,,-40,10.2857142857143,,,,
-17,46,0,17.04,-17.04,,,13.5,,-41,14.6165413533835,,,,
-13,47,0,20.56,-20.56,,,14.5,,-37,15.6992481203008,,,,
-13,47,0,20.56,-20.56,,,14.5,,-37,15.6992481203008,,,,
-13,48,0,21.45,-21.45,,,15.5,,-37,16.781954887218,,,,
-12,49,0,23.57,-23.57,,,16.5,,-36,17.8646616541353,,,,
-11,50,0,25.25,-25.25,,,17.5,,-35,18.9473684210526,,,,
-7,51,0,29.88,-29.88,,,18.5,,-31,20.0300751879699,,,,
-9,52,0,29.25,-29.25,,,19.5,,-33,21.1127819548872,,,,
-6,51,0,30.41,-30.41,,,18.5,,-30,20.0300751879699,,,,
-7,51,0,29.88,-29.88,,,18.5,,-31,20.0300751879699,,,,
-6,50,0,28.52,-28.52,,,17.5,,-30,18.9473684210526,,,,
-3,53,0,36.19,-36.19,,,20.5,,-27,22.1954887218045,,,,
-5,53,0,34.29,-34.29,,,20.5,,-29,22.1954887218045,,,,
-4,54,0,35.79,-35.79,,,21.5,,-28,23.2781954887218,,,,
-4,55,0,37.5,-37.5,,,22.5,,-28,24.3609022556391,,,,
-4,55,0,37.5,-37.5,,,22.5,,-28,24.3609022556391,,,,
-2,54,0,37.78,-37.78,,,21.5,,-26,23.2781954887218,,,,
1,53,0,40.6,-40.6,,,20.5,,-23,22.1954887218045,,,,
